experiment,dataset,model,test_auc,test_logloss,train_time_sec,qps,num_params,status,HR@5,Recall@5,NDCG@5,MRR@5,Precision@5,HR@10,Recall@10,NDCG@10,MRR@10,Precision@10,HR@20,Recall@20,NDCG@20,MRR@20,Precision@20,din_train_time,lgb_train_time,din_num_params,lgb_num_params,feature_importance_top20,feature_names
exp2_method_compare,ml-100k,DIN,0.9166056265972864,0.5015726759748321,105.81396508216858,23554.374230959005,233463,success,0.4105263157894737,0.4105263157894737,0.25529371077754,0.20456140350877194,0.08210526315789474,0.5789473684210527,0.5789473684210527,0.30958736446963003,0.2268421052631579,0.05789473684210526,0.8105263157894737,0.8105263157894737,0.36955571344322635,0.2440375877991977,0.04052631578947368,,,,,,
exp2_method_compare,ml-100k,LightGBM,0.8348098060535563,0.4312439578012111,12.692991733551025,,15500,success,0.2631578947368421,0.2631578947368421,0.16484825838104306,0.13280701754385965,0.05263157894736842,0.3368421052631579,0.3368421052631579,0.18908519728838952,0.14304928989139515,0.03368421052631579,0.6736842105263158,0.6736842105263158,0.27297517240797803,0.16539343263149683,0.03368421052631579,,,,,,
exp2_hybrid,ml-100k,DIN+LightGBM,0.914259497376816,0.5218897988078766,203.80314588546753,,236811,success,0.35789473684210527,0.35789473684210527,0.2366174253731802,0.19701754385964915,0.07157894736842105,0.5368421052631579,0.5368421052631579,0.29579723148093073,0.22216374269005848,0.05368421052631579,0.7894736842105263,0.7894736842105263,0.3618452121244147,0.24144371493116806,0.039473684210526314,105.81396508216858,97.98918080329895,233463.0,3348.0,"{'din_score': 1892077.7163410187, 'item_popularity': 42349.20789194107, 'item_year': 2409.8321347236633, 'item_genre_count': 2315.3990654945374, 'din_emb_15': 2043.411117553711, 'din_emb_33': 1974.6992182731628, 'din_emb_20': 1948.435923576355, 'din_emb_59': 1795.7320141792297, 'year_match': 1761.9323978424072, 'seq_avg_popularity': 1688.5235867500305, 'din_emb_52': 1591.9579281806946, 'din_emb_10': 1563.0575008392334, 'item_genre': 1460.8203973770142, 'din_emb_40': 869.839512348175, 'din_emb_45': 707.800573348999, 'din_emb_32': 690.216347694397, 'din_emb_51': 644.1272306442261, 'din_emb_14': 593.9963998794556, 'din_emb_61': 566.7510089874268, 'din_emb_34': 531.8483390808105}","['user_age', 'user_gender', 'user_occupation', 'user_activity', 'item_year', 'item_genre', 'item_genre_count', 'item_popularity', 'seq_length', 'seq_unique_items', 'seq_avg_popularity', 'seq_recency', 'time_hour', 'time_dow', 'time_weekend', 'time_position', 'genre_match', 'year_match', 'hist_genre_mean', 'hist_genre_std']"
