experiment,dataset,variant,attention_type,enhanced_mlp,test_auc,test_logloss,best_valid_auc,train_time_sec,qps,num_params,status,HR@5,Recall@5,NDCG@5,MRR@5,Precision@5,HR@10,Recall@10,NDCG@10,MRR@10,Precision@10,HR@20,Recall@20,NDCG@20,MRR@20,Precision@20
exp3_ablation,ml-1m,DIN-Base,base,False,0.9494203551957208,0.326686684489863,0.9511923105191799,1076.2206299304962,18873.363855024876,812087,success,0.5645695364238411,0.5645695364238411,0.3985488548030717,0.34376379690949227,0.11291390728476822,0.7119205298013245,0.7119205298013245,0.4464411186836341,0.36366222537580156,0.07119205298013245,0.8427152317880795,0.8427152317880795,0.479483138846975,0.37272400205823925,0.04213576158940398
exp3_ablation,ml-1m,DIN-TimeDec,time_decay,False,0.9641707026471027,0.2695410211149056,0.9655394715612025,1134.3744747638702,14382.374996912957,812087,success,0.6788079470198676,0.6788079470198676,0.5169323676383437,0.4629690949227373,0.1357615894039735,0.7897350993377483,0.7897350993377483,0.552795868983842,0.47775478292862394,0.07897350993377483,0.8874172185430463,0.8874172185430463,0.5777002376045938,0.4847003694096348,0.04437086092715232
exp3_ablation,ml-1m,DIN-MultiHead,multi_head,False,0.9445166630207857,0.34725767060414864,0.9484331494704874,1187.505835056305,13311.997698975007,901664,success,0.5579470198675497,0.5579470198675497,0.3952729796195971,0.3412527593818985,0.11158940397350994,0.7019867549668874,0.7019867549668874,0.44170788561784535,0.3603378271838537,0.07019867549668875,0.8394039735099338,0.8394039735099338,0.4764120110670889,0.36983947292128816,0.04197019867549669
exp3_ablation,ml-1m,DIN-Enhanced,base,True,0.948727547991242,0.357315854262798,0.951182513912102,1037.1602766513824,12521.254451210483,1047224,success,0.5711920529801324,0.5711920529801324,0.40264276147875105,0.34696467991169977,0.11423841059602649,0.7201986754966887,0.7201986754966887,0.4521832024400188,0.3682092925470409,0.07201986754966887,0.847682119205298,0.847682119205298,0.48438540742549696,0.37703334881845535,0.0423841059602649
exp3_ablation,ml-1m,DIN-Full,time_decay,True,0.964832690857091,0.2904608167563864,0.9655084791672194,1113.162302017212,26571.23198965601,1047224,success,0.6804635761589404,0.6804635761589404,0.5154227900309236,0.46037527593818983,0.13609271523178806,0.7864238410596026,0.7864238410596026,0.5501182356136245,0.4749434983706507,0.07864238410596026,0.8807947019867549,0.8807947019867549,0.5742875069649924,0.4817396413040392,0.04403973509933774
